14190,WR,Julio,Jones,9400,ATL
6894,QB,Aaro,Rodgers,9200,GB
21939,QB,Andrew,Luck,9100,IND
31360,WR,Odell,Beckham,9100,NYG
6703,RB,Adrian,Peterson,9000,MIN
6728,RB,Jamaal,Charles,8700,KC
9371,RB,Marshawn,Lynch,8600,SEA
11512,TE,Jimmy,Graham,6600,SEA
12550,D,Seattle,Seahawks,5300,SEA
6724,K,Steven,Hauschka,5100,SEA
